666.625,153.449,8.594,90.000,84.851,-0.000,1,8,5656556,22039016,18212924,158144144
666.625,153.449,8.594,90.000,84.851,-0.000,1,8,5656556,22039016,18212924,158144144
666.625,153.449,8.594,90.000,84.851,-0.000,1,8,5656556,22039016,18212924,158144144
666.624,153.449,8.594,90.000,84.850,-0.000,1,8,5656556,22039016,18212924,158144144
666.513,153.449,8.503,90.000,84.702,-0.000,1,8,5656556,22039016,18212924,158144144
664.931,153.449,7.160,90.000,82.557,0.000,1,8,5656556,22039016,18212924,158144144
661.772,153.449,4.145,90.000,78.044,-0.000,1,8,5656556,22039016,18212924,158144144
658.659,153.449,0.646,90.000,73.204,0.000,1,8,5656556,22039016,18212924,158144144
657.217,153.449,-1.199,90.000,70.783,-0.000,1,8,5656556,22039016,18212924,158144144
654.571,153.449,-5.064,90.000,65.941,-0.000,1,8,5656556,22039016,18212924,158144144
652.251,153.449,-9.158,90.000,61.078,-0.000,1,8,5656556,22039016,18212924,158144144
650.164,153.449,-13.736,90.000,55.881,0.000,1,8,5656556,22039016,18212924,158144144
649.327,153.449,-15.954,90.000,53.433,0.000,1,8,5656556,22039016,18212924,158144144
647.941,153.449,-20.486,90.000,48.536,0.000,1,8,5656556,22039016,18212924,158144144
646.947,153.449,-25.121,90.000,43.640,0.000,1,8,5656556,22039016,18212924,158144144
646.351,153.449,-29.823,90.000,38.744,0.000,1,8,5656556,22039016,18212924,158144144
646.193,153.449,-32.485,90.000,35.989,0.000,1,8,5656556,22039016,18212924,158144144
646.229,153.449,-37.224,90.000,31.093,0.000,1,8,5656556,22039016,18212924,158144144
646.669,153.449,-41.943,90.000,26.197,0.000,1,8,5656556,22039016,18212924,158144144
647.510,153.449,-46.608,90.000,21.301,0.000,1,8,5656556,22039016,18212924,158144144
648.078,153.449,-48.895,90.000,18.862,0.000,1,8,5656556,22039016,18212924,158144144
649.289,153.449,-51.812,90.000,15.111,0.000,1,8,5656556,22039016,18212924,158144144
650.082,153.449,-50.800,90.000,14.113,0.000,1,8,5656556,22039016,18212924,158144144
650.705,153.449,-48.329,90.000,14.109,0.000,1,8,5656556,22039016,18212924,158144144
651.017,153.449,-47.089,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
651.640,153.449,-44.610,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
652.302,153.449,-41.975,90.000,14.109,0.000,1,8,5656556,22039016,18212924,158144144
652.925,153.449,-39.496,90.000,14.109,0.000,1,8,5656556,22039016,18212924,158144144
653.237,153.449,-38.256,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
653.899,153.450,-35.621,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
654.522,153.450,-33.142,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
655.184,153.450,-30.507,90.000,14.109,0.000,1,8,5656556,22039016,18212924,158144144
655.457,153.450,-29.422,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
656.080,153.450,-26.943,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
656.703,153.450,-24.463,90.000,14.109,0.000,1,8,5656556,22039016,18212924,158144144
657.326,153.450,-21.984,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
657.638,153.450,-20.744,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
658.222,153.450,-18.419,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
658.845,153.450,-15.940,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
659.469,153.450,-13.460,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
659.819,153.450,-12.065,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
660.403,153.450,-9.741,90.000,14.109,0.000,1,8,5656556,22039016,18212924,158144144
661.026,153.451,-7.261,90.000,14.109,0.000,1,8,5656556,22039016,18212924,158144144
661.689,153.451,-4.627,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
662.000,153.451,-3.387,90.000,14.109,0.000,1,8,5656556,22039016,18212924,158144144
662.584,153.451,-1.062,90.000,14.109,0.000,1,8,5656556,22039016,18212924,158144144
663.207,153.451,1.417,90.000,14.109,-0.000,1,8,5656556,22039016,18212924,158144144
663.831,153.451,3.897,90.000,14.109,0.000,1,8,5656556,22039016,18212924,158144144
664.056,153.451,5.014,90.000,14.004,0.000,1,8,5656556,22039016,18212924,158144144
663.094,153.451,5.268,90.000,12.102,0.000,1,8,5656556,22039016,18212924,158144144
660.012,153.451,2.242,90.000,7.417,0.000,1,8,5656556,22039016,18212924,158144144
657.050,153.451,-1.421,90.000,2.549,0.000,1,8,5656556,22039016,18212924,158144144
655.689,153.451,-3.343,90.000,0.116,0.000,1,8,5656556,22039016,18212924,158144144
653.073,153.451,-7.610,90.000,-5.056,0.000,1,8,5656556,22039016,18212924,158144144
651.093,153.451,-11.558,90.000,-9.619,0.000,1,8,5656556,22039016,18212924,158144144
649.235,153.451,-16.209,90.000,-14.794,0.000,1,8,5656556,22039016,18212924,158144144
648.507,153.451,-18.454,90.000,-17.232,0.000,1,8,5656556,22039016,18212924,158144144
647.402,153.451,-22.742,90.000,-21.807,0.000,1,8,5656556,22039016,18212924,158144144
646.604,153.451,-27.397,90.000,-26.686,0.000,1,8,5656556,22039016,18212924,158144144
646.204,153.451,-32.103,90.000,-31.566,0.000,1,8,5656556,22039016,18212924,158144144
646.156,153.451,-34.760,90.000,-34.311,0.000,1,8,5656556,22039016,18212924,158144144
646.358,153.451,-39.184,90.000,-38.886,0.000,1,8,5656556,22039016,18212924,158144144
646.963,153.451,-43.868,90.000,-43.765,0.000,1,8,5656556,22039016,18212924,158144144
647.951,153.451,-48.438,90.000,-48.596,0.000,1,8,5656556,22039016,18212924,158144144
648.529,153.451,-50.493,90.000,-50.801,0.000,1,8,5656556,22039016,18212924,158144144
649.030,153.451,-52.065,90.000,-52.504,-0.000,1,8,5656556,22039016,18212924,158144144
649.063,153.451,-52.161,90.000,-52.610,0.000,1,8,5656556,22039016,18212924,158144144
